Pitch_id,Season_id,Total_speech_segments,Total_speech_segments_ENTRE,Total_speech_segments_INVES,Total_questions_INVES,Season_ID,Beauty_score,Age,BMI,GenderFemale,GenderMale,GenderMixedTeam,EthnicityBlack,EthnicityWhite,EthnicityAsian,EthnicityMixedTeam,IndustryChildrenEducation,IndustryFashionBeauty,IndustryFitnessSportsOutdoors,IndustryFoodandBeverage,IndustryHealthWellnessCleaning,IndustryLifestyleHome,IndustrySoftwareTech,IndustryPetProducts,IndustryOther,Revenue_ModelProductionTransacti,Revenue_ModelSubscriptionmodel,Revenue_ModelRentalorleasingmode,Revenue_ModelOther,Retail_EcommerceRetail,Retail_EcommerceOnline,Retail_EcommerceBothNone,Has_PatentYES,Has_PatentINPROGRESS,Has_PatentNO,Num_of_Presenters,Has_Debt,Seasonal,Num_of_Sales_Last_Year_USD,Num_of_Sales_Last_Year_USD_resc,Asked_Amount_USD,Asked_Equity_PCT,DV_Received_Offer,DV_Close_Deal,DV_Deal_Valuation_Divided_by_Ini,DV_Royalty_Deal,DV_Loan_Deal,DV_Num_Sharks_that_Closed_Deal,DV_Deal_Amount_USD,DV_Deal_Equity_PCT,DV_Deal_Valuation,DV_Updated_in_later_Episode,VOICE_pitch_avg_ENTRE_ALL,VOICE_harmonicity_avg_ENTRE_ALL,VOICE_jitter_avg_ENTRE_ALL,VOICE_shimmer_avg_ENTRE_ALL,VOICE_tempo_avg_ENTRE_ALL,VOICE_loudness_avg_ENTRE_ALL,VOICE_articulationrate_ENTRE_ALL,VOICE_neutral_avg_ENTRE_ALL,VOICE_calm_avg_ENTRE_ALL,VOICE_happy_avg_ENTRE_ALL,VOICE_sad_avg_ENTRE_ALL,VOICE_angry_avg_ENTRE_ALL,FACE_smiling_avg_ENTRE_ALL,FACE_happy_avg_ENTRE_ALL,FACE_neutral_avg_ENTRE_ALL,FACE_sad_avg_ENTRE_ALL,FACE_angry_avg_ENTRE_ALL,TEXT_financial_sent_ENTRE_ALL,TEXT_generic_sent_ENTRE_ALL,TEXT_happy_avg_ENTRE_ALL,TEXT_sadness_avg_ENTRE_ALL,TEXT_anger_avg_ENTRE_ALL,TEXT_trust_avg_ENTRE_ALL,TEXT_conflict_avg_ENTRE_ALL,TEXT_socialsupport_avg_ENTRE_ALL,TEXT_similarity_avg_ENTRE_ALL,TEXT_respect_avg_ENTRE_ALL,TEXT_knowledge_avg_ENTRE_ALL,TEXT_power_avg_ENTRE_ALL,TEXT_fun_avg_ENTRE_ALL,TEXT_identity_avg_ENTRE_ALL,TEXT_romance_avg_ENTRE_ALL,TEXT_LD_mtld_ENTRE_ALL,TEXT_LS_word_ENTRE_ALL,TEXT_uncertainty_ENTRE_ALL_D1,VOICE_pitch_avg_INVES_ALL,VOICE_harmonicity_avg_INVES_ALL,VOICE_tempo_avg_INVES_ALL,VOICE_articulationrate_avg_INVES,VOICE_neutral_avg_INVES_ALL,VOICE_calm_avg_INVES_ALL,VOICE_happy_avg_INVES_ALL,VOICE_sad_avg_INVES_ALL,VOICE_angry_avg_INVES_ALL,FACE_smiling_avg_INVES_ALL,FACE_happy_avg_INVES_ALL,FACE_neutral_avg_INVES_ALL,FACE_sad_avg_INVES_ALL,FACE_angry_avg_INVES_ALL,TEXT_financial_sent_INVES_ALL,TEXT_generic_sent_INVES_ALL,TEXT_happy_avg_INVES_ALL,TEXT_sadness_avg_INVES_ALL,TEXT_anger_avg_INVES_ALL,TEXT_trust_avg_INVES_ALL,TEXT_conflict_avg_INVES_ALL,TEXT_socialsupport_avg_INVES_ALL,TEXT_similarity_avg_INVES_ALL,TEXT_respect_avg_INVES_ALL,TEXT_knowledge_avg_INVES_ALL,TEXT_power_avg_INVES_ALL,TEXT_fun_avg_INVES_ALL,TEXT_identity_avg_INVES_ALL,TEXT_romance_avg_INVES_ALL,TEXT_LD_mltd_INVES_ALL,TEXT_LS_word_INVES_ALL,TEXT_uncertainty_INVES_ALL_D1
S01E03P01,1,45,10,35,12,1,51.353249,51.75,29.735954,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,35000,30,1,1,.29999909,1,0,1,35000,100,35000,0,208.67638,8.619875,.024203092,.12372165,121.27453,-24.16053,4.6695309,2.8558393,18.760565,60.427723,1.6453382,16.310602,83.136833,.061916668,9.4737921,.072916664,68.369835,.044660412,.17001131,74.353584,1.852772,19.460863,7.7668042,6.3319588,19.705463,1.4094845,9.9577322,87.034637,52.459072,1.4001031,9.9725771,.97288662,.3986721,12709.391,1,149.74716,6.097671,114.55575,4.2798319,.94763845,60.97897,26.441139,5.5414228,6.0908427,32.679771,4.780766,2.6365783,.93128425,27.948326,.041979421,.23820359,65.694923,1.8480844,24.78297,13.098889,19.28359,13.079487,16.992863,12.739188,76.157135,19.208889,16.954659,21.661539,8.1490602,.39261493,10825.216,3
S01E03P02,1,25,10,15,5,1,62.304916,45.060001,23.833555,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,300000,3,100000,10,0,0,,,,0,,,,0,176.60609,7.7740641,.021328572,.12007395,130.34441,-23.023203,4.1781707,.037044536,68.898247,24.574986,6.4557285,.034003362,.0049333335,4.51052,39.212879,.49054667,1.3064066,.04620697,.1128867,67.534134,2.0577707,25.662655,3.9235294,8.1519327,11.301429,1.4089916,5.4571428,88.609749,5.213109,10.270252,3.5018487,.045294117,.47553355,11100.216,1,157.28906,5.9656839,130.17273,4.2091575,1.2952633,68.340256,26.247993,3.3127749,.80373532,16.784567,15.803359,1.3276284,.11879544,20.518454,-.055971846,-.20061871,61.18491,4.675559,30.079866,8.9298525,23.926912,21.283823,.95955884,8.0302944,67.74485,1.9382353,1.0395588,3.6542647,.46470588,0,13120.64,0
S01E03P03,1,61,22,39,9,1,61.59798,39.073864,31.59709,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,180000,1.8,250000,20,1,1,.40000001,0,0,1,250000,50,500000,1,239.16635,8.1120539,.021809407,.12569456,113.56373,-20.940729,4.2201233,.51180047,30.901127,59.403057,1.1998159,7.9841542,.71899998,3.0213523,10.428452,.12351989,2.0506051,.029543623,.32086512,67.116501,1.4939699,25.02865,2.5612376,10.030297,27.828367,4.4633665,25.677525,71.281487,25.495792,1.2449505,3.8678217,.20113862,.4407419,10935.498,4,173.24887,6.045258,128.48615,4.072063,3.3773589,66.989838,9.8023663,10.359877,9.4705734,8.0496559,1.8987783,4.1766319,1.92766,6.2789907,-.007217933,.087078333,59.682327,5.1650906,31.706579,15.64964,21.459955,24.437973,5.4782882,16.255495,76.771713,12.165946,8.3338737,12.734505,1.733018,.19651222,11085.269,2
S01E03P04,1,8,2,6,1,1,58.647999,46,31.042601,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,155000,10,0,0,,,,0,,,,0,169.16037,8.3991728,.024872728,.11861818,87.911682,-19.580854,4.2551184,.12700909,14.052473,13.331237,.028654546,72.460724,21.017,.050000001,10.96,.050000001,84.919998,.045408487,.19757757,64.948936,2.6333249,27.916018,2.3381817,2.52,7.5418181,1.6763636,4.0945454,93.370003,6.6490908,3.1709092,3.3645453,.065454543,.74392837,7911.7778,1,147.61537,5.0879288,117.99519,4.0807891,21.613899,54.991089,15.891589,6.4169288,1.0864857,12.714945,6.7385631,7.2171221,.19371852,25.649729,-.028761141,-.28893748,70.187721,12.494183,11.86958,4.0032144,28.696428,34.947144,3.3707142,11.447143,79.820358,3.764643,2.6064286,5.0146427,2.2867856,.32738096,11529.006,2
S01E03P05,1,52,23,29,10,1,61.910225,42.92049,32.856133,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,400000,4,500000,5,1,0,,,,0,,,,1,141.41327,6.1232281,.027815189,.13915823,125.58073,-21.487362,4.4367437,.026853798,45.198498,43.589012,3.5307956,7.6548882,4.1360726,3.0341864,6.8081183,.020753825,6.4104919,.082043029,.23861447,75.604553,1.5257661,18.875416,9.863987,16.244114,17.747215,1.4075949,9.4496202,78.030632,49.175632,38.32962,9.4529743,.52278483,.41687578,11114.796,4,157.31969,5.7251911,122.82243,4.4948411,2.0444272,79.253998,9.6499662,8.0342989,1.0173122,8.2261553,4.1229596,5.0771217,1.0668018,8.2004595,-.020725708,-.01172758,60.263828,4.3626251,27.337011,9.6189442,24.165056,15.765833,2.8724999,6.8036113,79.760559,21.491388,1.5224445,13.608666,1.1505556,.40485245,12360.353,1
S01E04P01,1,24,8,16,5,1,50.196686,33.775127,29.762079,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,120000,1.2,150000,30,1,1,.80000001,0,0,2,200000,50,400000,0,162.39876,9.4600134,.022411207,.11310776,97.694519,-19.73875,4.4156752,.028040517,20.187515,59.971169,.33558103,19.477688,40.12133,2.626559,2.137502,.12982018,35.044823,.08328525,-.11685622,70.715759,4.0662484,22.309978,.43000001,6.1067243,10.433276,.22836207,3.4287932,94.712242,.70491379,7.5748277,5.8149137,.17370689,.54010558,10590.15,0,171.88777,5.8950233,122.69193,4.0237422,13.483527,63.745922,2.6155806,17.264097,2.8908854,8.4225512,3.0182037,2.2914839,1.0350723,8.0811539,.053461049,.057177685,72.452881,2.2995734,21.474222,8.0117073,19.310081,18.06992,5.7498374,4.724309,74.183739,17.360651,.10650407,1.9972358,.17398374,.29549301,13662.912,4
S01E04P02,1,20,9,11,5,1,64.66774,35.176601,27.410368,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,18000,.18000001,150000,25,0,0,,,,0,,,,0,178.13002,7.0628381,.022666667,.12406667,114.36188,-19.846758,4.5733085,.59570062,7.2634625,72.625153,.049490124,19.46623,5.5092502,.26843145,2.009506,5.8639245,7.9433646,.006490896,.35810667,69.782028,4.4888749,22.098284,2.6218519,5.6147532,7.4808025,1.443642,4.1005554,92.947472,2.5250001,.83043212,2.7428396,.40407407,.67040515,11517.872,5,130.10461,4.9891663,127.07019,4.1742897,1.0666394,77.759392,7.3078256,11.077575,2.7885735,3.2824802,4.9176407,4.2360878,1.5810324,3.5772564,-.027273791,.036840875,71.350105,1.8672943,22.351051,2.4655046,47.882019,22.903395,.0073394496,20.555321,85.547157,.23027523,.0028440368,.43394494,.005412844,.44311935,12823.455,6
S01E04P03,1,25,11,14,6,1,51.438309,52.993298,33.569874,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,300000,40,0,0,,,,0,,,,0,172.29402,7.6684875,.027767925,.12537359,123.13367,-17.146366,4.6360235,46.605694,4.1100397,15.865405,8.747674,24.671186,6.283082,3.5607591,2.8933575,2.0026367,9.0283728,-.0021710291,.056774225,59.403728,1.670944,33.412357,6.2566981,8.129528,14.829246,.0081132073,12.88717,76.713394,16.075754,1.0921698,1.5220754,.02509434,.55574667,12007.081,2,164.50136,8.0921469,112.88083,4.1822667,1.9729507,31.660309,47.669487,2.8724093,15.824813,7.8252416,2.0079427,8.4761286,.51203883,9.4474344,-.11430261,-.28766242,51.528393,5.9120741,38.564758,1.3902667,36.785465,23.058399,.79293334,4.3072,66.480797,9.1230669,1.3364,4.0766668,.68519998,.27215645,12244.777,1
S01E04P04,1,26,9,17,9,1,48.917187,42.806427,31.084129,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,350000,15,1,0,,,,0,,,,0,144.8443,8.6215801,.025081579,.1244,119.09718,-18.63278,4.5062761,.053671051,82.007446,10.374943,7.2152772,.34866315,2.503387,.3218576,1.7542105,.55235249,2.5591536,.10619495,.228314,63.473263,2.8045063,30.377985,.26675439,12.917631,9.4719296,.017719299,2.507807,87.624039,4.5011401,.07333333,3.8559649,.03745614,.58639014,11740.206,2,155.98724,6.6659632,117.89079,4.4891114,4.6451759,59.37447,24.31448,10.728607,.93728054,6.3106995,7.9822612,3.8205695,1.6479032,3.4057198,-.0012632532,-.1211082,62.767532,1.7322985,30.186834,13.928993,27.588053,12.652953,.05751678,6.0214095,87.21846,47.724094,.37046981,2.4377182,.013020135,.41905215,11714.47,0
S01E04P05,1,79,31,48,12,1,65.134003,47.948425,29.933062,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,200000,2,350000,15,1,1,.37500009,0,0,1,350000,40,875000,1,215.69127,7.4696331,.024150001,.13557903,119.33945,-20.509901,3.9118731,2.6829727,56.288898,32.711834,.82789087,7.4883904,17.227083,.41755825,1.2853644,10.797746,27.362127,-.0066211321,.2830244,57.323944,2.2349923,34.801373,12.872581,26.685591,16.204409,2.286828,7.6830106,78.440002,11.872849,4.9709678,9.9240322,8.0313444,.046411112,12071.138,1,170.86987,6.1980014,113.11017,4.1361952,2.0533824,67.52771,14.078744,14.034629,2.3055348,12.286256,3.1563971,3.4889457,2.2577908,11.975278,-.030519195,-.092571981,59.279327,2.3628931,33.346123,9.855731,19.346298,17.563702,2.4155521,7.3134327,78.213852,19.620626,6.8552537,5.9058208,1.860209,.26626676,11601.976,5
S01E05P01,1,30,8,22,9,1,65.884697,56.155506,35.685455,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,10000000,100,180000,20,1,1,.40000001,0,0,1,180000,50,360000,1,145.00259,6.4841118,.0268675,.13831666,122.56096,-22.246201,4.2744999,.1699975,21.788435,.016400833,78.025177,.000035833335,3.6574862,1.2611499,21.243389,.049470238,3.1729026,.055353541,.28223479,61.097393,7.608799,26.032866,.79325002,4.9656668,5.7205,.57866669,2.3517499,95.1175,1.1109999,.35174999,5.70575,.043916665,.6309132,11716.607,1,177.01814,6.6209903,119.11795,4.0606275,14.830869,51.8661,23.80302,6.7497759,2.750257,8.3184423,3.2958491,5.5336394,.93652356,6.7605848,.014895836,-.10160103,67.946587,2.2990301,25.855995,4.8726344,9.4280643,16.121506,1.2402688,2.8522043,87.488228,19.483763,.3848387,5.5003762,.27586022,.41641122,11745.142,6
