pitch_id	prediction	isFemale	Gender_Revealed	Real_Received_Offer	keywords
S01E12P03	0	0	1	0	niche market,limited sales,lack of business experience,unclear financials
S01E12P04	0	1	0	1	niche market,high competition,limited product line,unclear financials
S01E12P04	0	1	1	1	saturated market,single product,unclear financials,high competition
S01E12P05	0	0	0	0	low sales,high competition,early stage,unclear financial projections,sustainability concerns.
S01E12P05	0	0	1	0	low sales,high competition,early stage,unclear financials,sustainability concerns.
S01E13P01	0	0	0	0	low sales,limited differentiation,early stage,high competition in eco-friendly apparel.
S01E13P01	0	0	1	0	low sales,early stage,limited differentiation,high competition in eco-friendly apparel.
S01E14P01	0	1	0	1	niche market,diy complexity,product appeal,scalability concerns,manufacturing standards.
S01E14P01	0	1	1	1	niche market,diy complexity,unclear mass appeal,potential quality concerns
S01E14P02	0	0	0	0	low daily revenue,high product cost,unclear scalability,limited investor appeal.
S01E14P02	0	0	1	0	low sales volume,high production cost,unclear scalability,limited market appeal.
S01E14P03	0	0	0	1	niche market,prototype stage,unclear market demand,novelty factor,competition in sweetener market
S01E14P03	0	0	1	1	niche market,unclear demand,prototype stage,limited application,entertainment value
S01E15P01	0	1	0	1	niche market,limited growth potential,financial concerns,dependency on third parties
S01E15P01	0	1	1	1	niche market,low sales volume,high production risks,dependency on third-party suppliers,limited financial success
S01E15P02	0	0	0	0	lack of focus,multiple unrelated products,unclear business model,investor confusion.
S01E15P02	0	0	1	0	lack of focus,multiple unrelated products,unclear business model,investor confusion.
S01E15P03	0	1	0	0	unproven claims,lack of clinical studies,low sales,high valuation expectations,niche market
S01E15P03	0	1	1	0	unproven claims,lack of clinical evidence,regulatory concerns,niche market,high risk
S01E15P04	0	0	0	1	niche market,patent pending,early stage,limited proof of concept,high valuation
S01E15P04	0	0	1	1	niche market,patent pending,early stage,limited validation,high competition in car accessories.
S02E01P01	1	0	0	1	innovative product,proven market demand,retail partnership with nordstrom,strong sales growth,scalable business model.
S02E01P01	1	0	1	1	innovative product,proven market demand,retail partnership with nordstrom,strong sales growth,scalable business model.
S02E01P02	0	1	0	1	high valuation,limited financial details,niche market,unclear expansion strategy.
S02E01P02	1	1	1	1	children's health,franchising success,experienced team,entertainment value,growing market
S02E01P03	0	0	0	0	high valuation,low sales,narrow margins,competitive market
S02E01P03	0	0	1	0	high valuation,low sales,narrow margins,competitive market
S02E01P04	1	0	0	1	innovative product,large market potential,existing sales and distribution,premium niche,investor interest in unique consumer goods.
S02E01P04	1	0	1	1	innovative product,large market potential,existing sales and distribution,premium niche,investor appeal in consumer goods
S02E02P01	0	1	0	1	sanitation concerns,high operational costs,niche market,investor risk aversion
S02E02P01	0	1	1	1	sanitation concerns,inventory damage,niche market,operational complexity
S02E02P02	0	0	0	0	niche product,novelty item,limited market potential,scalability concerns,prototype stage,investment size vs. return potential
S02E02P02	1	0	1	0	unique product,viral interest,clear demand,prototype development,entertainment value
S02E02P03	0	0	0	0	niche market,limited appeal,high production cost,safety concerns,competitive market
S02E02P03	0	0	1	0	niche market,high production cost,limited appeal,safety concerns,competitive market
S02E02P04	1	0	0	1	innovative product,proven effectiveness,substantial pre-market order,clear market need,health sector appeal
S02E02P04	0	0	1	1	confusing pitch,lack of market proof,inconsistent financial details,high valuation
S02E03P01	1	1	0	1	unique product,high demand,celebrity interest,scalable,strong profit margin,passionate entrepreneur.
S02E03P01	1	1	1	1	unique product,high demand,scalability potential,strong profit margin,passionate entrepreneur,celebrity interest,international market potential
S02E03P02	0	0	0	0	overpromising,lack of clarity,unrealistic claims,entertainment over substance
S02E03P02	0	0	1	0	unclear explanation,exaggerated claims,lack of credibility,entertainment over substance
S02E03P04	1	0	0	1	unique product,demonstrated sales,patent concern addressed,high market potential,engaging pitch
S02E03P04	1	0	1	1	unique product,strong sales,patent concern addressed,high market potential,appealing to investor interest.
S02E04P02	0	0	0	0	niche market,limited shelf life,unclear competitive advantage,small investment ask,lack of detailed business model and financials.
S02E04P02	0	0	1	0	niche product,limited shelf life,small investment ask,lack of scalability,unclear financials
S02E04P03	0	0	0	1	niche market,limited product diversity,early stage,unclear financials,high equity ask
S02E04P03	0	0	1	1	niche market,limited product diversity,unclear financials,valuation concerns
S02E04P04	0	0	0	1	unclear value proposition,novelty item,limited market appeal,high valuation concern
S02E04P04	0	0	1	1	unclear value proposition,novelty item,limited market appeal,entertainment over substance,questionable scalability
S02E05P01	0	1	0	0	low sales,high valuation,niche market,limited financial growth
S02E05P01	0	1	1	0	low sales,high valuation,niche market,limited financial growth
S02E05P03	1	1	0	1	unique product,family recipe,nationwide delivery,strong personal story,appealing to broad market,reasonable valuation.
S02E05P03	1	1	1	1	unique product,strong personal story,scalable business model,appealing to broad market,clear cost and pricing strategy.
S02E05P04	0	0	0	1	no sales,prototype stage,patent pending,niche market,entertainment value
S02E05P04	0	0	1	1	no sales,prototype stage,niche product,high risk
S02E06P01	0	0	0	0	niche market,unclear presentation,limited appeal,potential hygiene concerns,investor skepticism.
S02E06P01	0	0	1	0	niche market,unclear presentation,potential hygiene concerns,limited scalability.
S02E06P02	0	0	0	1	disrespectful tone,lack of clarity,unprofessional,high equity demand,unclear business model
S02E06P02	0	0	1	1	confusing pitch,lack of clarity,unprofessional demeanor,high equity ask
S02E06P04	1	0	0	1	unique entertainment concept,proven franchise model,national presence,high engagement product,scalable business.
S02E06P04	1	0	1	1	unique entertainment concept,national presence,franchising model,proven sales,interactive pitch,high engagement potential.
S02E07P01	1	0	0	1	innovative product,strong sales,unique technology,sustainability,entertainment value
S02E07P01	1	0	1	1	innovative product,substantial sales,unique technology,eco-friendly,entertainment value,market potential.
S02E07P02	0	0	0	0	niche market,novelty product,limited appeal,uncertain scalability,entertainment value high but business viability questionable.
S02E07P02	0	0	1	0	niche market,novelty product,limited appeal,uncertain scalability,entertainment value high but serious investment potential questionable.
S02E07P03	1	1	0	1	unique product,proven sales,market potential,celebrity clientele,expansion plan,diy trend.
S02E07P03	1	1	1	1	unique product,proven sales,market potential,female entrepreneurship,expansion plan
S02E07P04	1	0	0	1	lifesaving product,clear demonstration,experienced entrepreneur,large market potential,strong emotional appeal
S02E07P04	1	0	1	1	lifesaving product,clear demonstration,experienced entrepreneur,large market potential,emotional appeal
S02E08P01	1	1	0	1	innovative solution,large market,pet industry growth,relatable problem,environmental benefits,cost savings,entertainment value.
S02E08P01	1	1	1	1	innovative solution,large market,environmental benefits,cost savings,strong emotional appeal,unique product.
S02E08P02	0	1	0	0	declining sales,economic downturn,repositioning risk,high competition,niche market
S02E08P02	0	1	1	0	declining sales,economic downturn,niche market,high competition,lack of unique selling proposition
S02E08P03	0	0	0	1	high equity ask,niche market,unclear mass market appeal"
S02E08P03	0	0	1	1	niche market,high valuation,unclear mass market appeal,lack of detailed business model.
S02E08P04	1	1	0	1	innovative product,large market potential,solves common problem,customizable,scalable business model
S02E08P04	1	1	1	1	innovative product,female entrepreneurs,practical solution,fashion industry,customization potential,clear market need
S03E01P01	1	0	0	1	innovative product,solves common problem,unique design,demonstrated marketing creativity,environmental appeal
S03E01P01	1	0	1	1	innovative product,clear problem and solution,demonstrated creativity in marketing,environmental appeal,health-conscious market.
S03E01P02	0	1	0	0	niche market,sensitive topic,unclear revenue model,high emotional pitch,investor discomfort
S03E01P02	1	1	1	0	unique niche,emotional connection,large market potential,aging population,personal story,clear business model.
S03E01P03	0	0	0	0	niche market,high cost,scalability concerns,limited appeal
S03E01P03	1	0	1	0	unique service,experienced entrepreneur,high-profile clientele,scalable business model,clear revenue structure.
S03E01P04	1	0	0	1	unique service,nightlife market,proven revenue in miami,scalable model,entertainment value,addresses real problem
S03E01P04	1	0	1	1	unique solution,nightlife market,proven revenue,scalable model,entertainment value,strong pitch delivery.
S03E02P01	0	0	0	1	unclear pitch,low professionalism,niche market,lack of business model clarity,entertainment value not aligned with investment seriousness.
S03E02P01	0	0	1	1	unclear pitch,low professionalism,niche market,entertainment value questionable,unclear business model.
S03E02P02	0	0	0	1	lack of detailed financials,high equity offer,unclear market potential,overemphasis on personal selling history,lack of demonstrated business scalability.
S03E02P02	0	0	1	1	lack of detailed financials,high equity offer,vague product description,overemphasis on personal sales background,lack of demonstrated business scalability.
S03E02P03	0	0	0	0	entertainment saturation,high investment ask,unclear financials,niche market,execution risk
S03E02P03	0	0	1	0	entertainment value,unclear business model,high investment ask,niche market,lack of detailed financials
S03E03P01	1	0	0	1	innovative product,large market potential,entertainment value,strong profit margin,patented technology.
S03E03P01	1	0	1	1	innovative product,large market potential,entertainment value,strong profit margin,patented technology.
S03E03P02	0	0	0	1	niche product,limited market appeal,low sales figures,retail challenges,novelty item
S03E03P02	0	0	1	1	novelty product,low sales,limited retail presence,high valuation
S03E03P03	0	0	0	0	unclear pitch,early stage,niche market,prototype phase,high equity ask.
S03E03P03	0	0	1	0	unclear pitch,novelty item,limited market appeal,prototype stage,high equity ask.
S03E03P04	0	1	0	1	no existing sales,unproven market,high valuation for pre-revenue company,niche product.
S03E03P04	0	1	1	1	no actual sales,unproven market demand,high competition in luxury soap market,unclear business model and production scalability concerns.
S03E04P01	0	1	0	0	low sales,limited market exposure,niche product,high equity offer
S03E04P01	0	1	1	0	low sales,limited market exposure,early stage,high equity offer
S03E04P02	0	1	0	1	saturated market,lack of innovation,homemade production,common product
S03E04P02	0	1	1	1	saturated market,simple product,home production,lack of innovation,high valuation
S03E04P03	0	1	0	0	niche market,low sales growth,limited mainstream appeal,high investor skepticism
S03E04P03	0	1	1	0	niche market,low sales growth,limited appeal,investor skepticism
S03E04P04	1	0	0	1	innovative solution,large market,entertainment value,patent pending"
S03E04P04	1	0	1	1	innovative product,large market potential,relatable problem,patent pending,clear demonstration
S03E05P02	0	1	0	0	niche market,low sales volume,unclear business model,limited market validation.
S03E05P02	0	1	1	0	niche market,low sales volume,unclear presentation,limited market validation.
S03E05P03	1	0	0	1	unique product,strong sales growth,celebrity endorsement (oprah),appealing to luxury market,experienced in market trends.
S03E05P03	1	0	1	1	unique product,strong sales growth,celebrity endorsement (oprah),appealing to broad market,engaging presentation.
S03E05P04	1	1	0	1	unique product,proven sales,scalable market,young entrepreneurs,family business,appealing backstory.
S03E05P04	1	1	1	1	unique product,proven sales,scalable market,strong team dynamics,appealing backstory.
S03E06P01	1	0	0	0	innovative,patented technology,market need,simplified assembly,broad application potential
S03E06P01	1	0	1	0	innovative product,patented technology,clear problem and solution,market potential,strong presentation
S03E06P02	1	1	0	1	high demand,large orders,retail partnerships,scalability,unique product
S03E06P02	1	1	1	1	unique product,high demand,large orders,retail partnerships,growth potential,female entrepreneurs.
S03E06P03	0	0	0	0	skeptical,health claims,scientific validity,entertainment value,product differentiation
S03E06P03	0	0	1	0	skeptical claims,lack of scientific evidence,niche market,questionable product efficacy
S03E06P04	0	0	0	1	niche market,product differentiation unclear,potential scalability issues,lack of demonstrated sales,high valuation concern
S03E06P04	0	0	1	1	niche market,entertainment value,product uniqueness,investor skepticism,sales proof needed
S03E07P01	0	0	0	1	unprofessional pitch,lack of focus on business fundamentals,inappropriate comments,unclear market research,entertainment over substance.
S03E07P01	0	0	1	1	unprofessional pitch,lack of focus on business fundamentals,inappropriate comments,entertainment over substance.
S03E07P03	0	0	0	0	unclear pitch,complex personal story,lack of focus,technical explanation needed,market potential unclear,investment size for equity offered.
S03E07P03	0	0	1	0	unclear pitch,confusing details,lack of focus,product viability concerns,personal anecdote distraction
S03E07P04	1	0	0	1	innovative product,large market potential,licensing opportunities,patented technology,clear pitch.
S03E07P04	1	0	1	1	innovative product,patented technology,licensing potential,large market opportunity,clear pitch,engaging presentation.
S03E08P01	0	0	0	0	unclear pitch,confusing presentation,niche market,lack of financial details,unclear business model
S03E08P01	0	0	1	0	unclear pitch,confusing presentation,lack of professionalism,unclear market potential,unclear financial details
S03E08P02	0	0	0	1	low sales since 2009,unclear business growth,reliance on personal funds,limited market penetration.
S03E08P02	0	0	1	1	low sales since 2009,unclear financial sustainability,part-time commitment from team members,competitive market.
S03E08P03	0	0	0	0	niche market,limited scalability,novelty concept,short operational history,potential legal and hr complexities.
S03E08P03	0	0	1	0	novelty,limited scalability,potential legal/hr issues,investor skepticism,early stage
S03E08P04	0	1	0	1	high equity ask,limited financial growth,artisanal scale,lack of detailed business strategy.
S03E08P04	0	1	1	1	high equity ask,limited financial growth,handmade scalability concerns,valuation concerns
S03E09P01	1	0	0	1	growing market,high demand,proven sales,appealing product,direct-to-consumer model
S03E09P01	1	0	1	1	growing market,high demand,proven sales,appealing product,direct-to-consumer model
S03E09P03	1	0	0	0	innovative product,large market (wine consumers),clear problem and solution,engaging presentation,reasonable valuation.
S03E09P03	1	0	1	0	innovative product,large market (wine industry),clear demonstration,engaging presentation,reasonable valuation.
S03E09P04	0	0	0	1	high valuation,early stage,niche market,entertainment gimmick,lack of financial details.
S03E09P04	1	0	1	1	innovative product,entertainment value,celebrity involvement,technology in education,substantial market potential.
S03E10P01	1	0	0	0	innovative product,customization trend,scalable business model,patented technology,broad market appeal
S03E10P01	1	0	1	0	innovative,customization,broad market appeal,patented technology,demonstrated demand
S03E10P02	0	0	0	0	high equity ask,majority control,unclear financials,niche market,packaging concerns.
S03E10P02	0	0	1	0	high equity ask,niche market,unclear financials,product differentiation concerns.
S03E10P03	0	0	0	0	niche market,high competition,unclear financials,novelty product,specific dietary concern
S03E10P03	0	0	1	0	niche market,high competition,unclear financials,health concerns (lactose intolerance),novelty product.
S03E10P04	0	1	0	1	no fashion background,high competition,niche market,lack of expertise in product area,moderate sales.
S03E10P04	0	1	1	1	no fashion background,high competition,niche market,lack of expertise in product area.
S03E11P01	0	1	0	0	high valuation,limited market differentiation,saturated market
S03E11P01	0	1	1	0	high valuation,limited market differentiation,niche product,regional business
S03E11P02	1	0	0	0	innovative product,patent pending,strong sales growth,full-time commitment,unique technology
S03E11P02	1	0	1	0	innovative product,patent pending,strong sales growth,full-time commitment,unique technology
S03E11P03	0	0	0	0	unrealistic technology,unclear explanation,lack of credible financials,entertainment over substance.
S03E11P03	0	0	1	0	unrealistic,overhyped,lack of credibility,entertainment value
S03E11P04	1	0	0	1	high sales growth,proven demand,previous interest,unique product,entertainment value.
S03E11P04	1	0	1	1	high sales growth,proven demand,previous interest,unique product,engaging pitch,investor-specific appeal.
S03E12P01	1	1	0	1	innovative product,convenience,clear market need,strong margins,patent pending,appealing to investor interests in consumer goods and personal care.
S03E12P01	1	1	1	1	innovative product,convenience,strong margins,patent pending,female entrepreneur,family-oriented story,cosmetic industry appeal
S03E12P03	0	1	0	0	niche product,low sales volume,limited market validation,hand-made production,scalability concerns
S03E12P03	0	1	1	0	niche product,limited market validation,low sales volume,early stage,production scalability concerns.
S03E13P01	1	0	0	1	niche market,unique product,existing distribution,large industry potential,clear problem and solution,demonstrated interest
S03E13P01	0	0	1	1	niche market,unclear customer acquisition strategy,potential limited appeal
S03E13P02	1	0	0	0	innovative product,proven entrepreneur,high market potential,entertainment value,previous success with rollerblades
S03E13P02	1	0	1	0	innovative product,proven entrepreneur,high market potential,entertainment value.
S03E13P04	0	0	0	1	niche market,limited sales history,high valuation,uncertain scalability
S03E13P04	0	0	1	1	niche market,high valuation,limited sales history,novelty product
S03E14P01	0	1	0	1	early stage,limited sales history,small profit margin,inexperienced team,sourcing issues
S03E14P01	1	1	1	1	unique product,strong initial sales,clear expansion plan,appealing to health-conscious and experimental consumers,young and energetic team.
S03E14P02	0	0	0	1	non-traditional business,lack of clear business model,high risk,entertainment industry volatility,inexperienced entrepreneur.
S03E14P02	0	0	1	1	music industry,high risk,lack of clarity,non-traditional business model,inexperienced entrepreneur.
S03E14P03	0	0	0	1	minimal sales,early stage,high competition in fashion industry,unproven market demand
S03E14P03	0	0	1	1	minimal sales,early stage,niche market,lack of financial proof,high investor risk
S03E14P04	0	0	0	1	entertainment value,lack of detailed business model,unclear market differentiation,insufficient financial details.
S03E14P04	1	0	1	1	entertainment value,family legacy in fitness,engaging presentation,broad market appeal,fitness trend,personal connection with investors.
S03E15P01	0	0	0	0	niche market,controversial branding,unclear financials,potential pr issues,limited appeal
S03E15P01	0	0	1	0	controversial branding,gender-specific product,potential market alienation,investor discomfort,questionable marketing strategy.
S03E15P02	0	0	0	1	zero sales,highly competitive market,lack of clear business strategy,early stage,high risk
S03E15P02	0	0	1	1	zero sales,highly competitive market,lack of clear business strategy,early stage,high risk
S03E15P04	1	0	0	1	innovative product,large market potential,technology integration,control and security features,strong pitch engagement.
S03E15P04	1	0	1	1	innovative product,large market potential,clear problem and solution,strong pitch,technology integration,security features.
S04E01P01	0	0	0	1	no sales,unclear business model,early stage,technology not developed,high risk.
S04E01P01	0	0	1	1	no sales,unclear business model,early stage,high risk,technology not developed.
S04E01P02	0	0	0	1	unclear pitch,novelty item,limited market potential,lack of detailed financials
S04E01P02	0	0	1	1	unclear pitch,novelty item,limited market potential,lack of detailed financials
S04E01P03	0	0	0	0	safety concerns,unconventional method,liability issues,unclear market validation,investor discomfort
S04E01P03	0	0	1	0	safety concerns,unconventional method,liability issues,unclear market validation,investor discomfort
S04E01P04	0	1	0	1	niche market,early detection not eradication,distribution challenges,limited appeal
S04E01P04	0	1	1	1	saturated market,early detection not eradication,distribution challenges,niche product
S04E02P02	0	0	0	0	niche market,outdated product (dvd),controversial pitch approach,lack of digital integration,limited scalability
S04E02P02	0	0	1	0	outdated product,controversial pitch tone,limited appeal,better alternatives available
S04E02P03	1	1	0	1	unique value proposition,high sales,strong margins,personalized product,entertainment value
S04E02P03	1	1	1	1	unique concept,strong sales,high margins,personalized product,entertainment value.
S04E02P04	0	0	0	1	ethics,controversy,investor image concerns"
S04E02P04	0	0	1	1	ethics,controversy,market risk,investor image concerns"
S04E03P02	0	0	0	1	niche product,limited appeal,high risk,retail politics,uncertain scalability
S04E03P02	0	0	1	1	niche product,lack of broad appeal,high risk,retail politics concerns,unclear financials.
S04E03P04	0	0	0	1	unclear pitch,lack of focus,entertainment over substance,missing financial details,unprofessional presentation
S04E03P04	0	0	1	1	unclear pitch,lack of professionalism,insufficient business details,entertainment over substance
S04E04P02	0	0	0	0	unclear product details,lack of preparation,insufficient market research,high valuation
S04E04P02	0	0	1	0	unclear product details,lack of preparation,missing financials,limited market appeal
S04E04P03	0	0	0	1	niche market,unclear mass appeal,potential manufacturing and scalability concerns,novelty item,high equity ask
S04E04P03	0	0	1	1	unclear value proposition,niche market,high equity ask,entertainment over substance.
S04E04P04	0	0	0	0	high valuation,crowded market,existing solutions,unclear differentiation,technical issues during demo.
S04E04P04	0	0	1	0	saturated market,existing solutions,high valuation,unclear differentiation
S04E05P01	1	1	0	1	children's clothing,scalable design,strong market interest,personal story,expansion potential
S04E05P01	1	1	1	1	unique product,children's market,scalable,emotional appeal,female entrepreneurship,demonstrated demand
S04E05P02	0	0	0	0	high caffeine content,unclear market appeal,potential health concerns,limited sales history,product taste issues
S04E05P02	0	0	1	0	high caffeine content,unclear market validation,potential health concerns,flavor issues,short shelf life
S04E05P03	0	1	0	0	niche product,limited appeal,unclear financials,high equity ask
S04E05P03	0	1	1	0	niche product,unclear market size,high equity ask,simple invention,potential manufacturing and scalability concerns.
